"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"KT841441","1701","Human","4 (HA)","H3N2","USA","N","2015/01/07","Influenza A virus (A/Florida/04/2015(H3N2))","","","","","","c"
"KC892482","1701","Human","4 (HA)","H3N2","USA","N","2012/02/24","Influenza A virus (A/Florida/05/2012(H3N2))","","","","","","c"
"CY216705","1737","Human","4 (HA)","H3N2","USA","N","2017/01/20","Influenza A virus (A/Florida/05/2017(H3N2))","","","","","","c"
"KT841729","1701","Human","4 (HA)","H3N2","USA","N","2015/01/03","Influenza A virus (A/Florida/06/2015(H3N2))","","","","","","c"
"CY219201","1737","Human","4 (HA)","H3N2","USA","N","2017/01/26","Influenza A virus (A/Florida/06/2017(H3N2))","","","","","","c"
"EU516077","1701","Human","4 (HA)","H3N2","USA","N","2007/11/07","Influenza A virus (A/Florida/07/2007(H3N2))","","","","","","c"
"EU779510","1701","Human","4 (HA)","H3N2","USA","N","2008/02/06","Influenza A virus (A/Florida/07/2008(H3N2))","","","","","","c"
"KC883350","1701","Human","4 (HA)","H3N2","USA","N","2011/01/17","Influenza A virus (A/Florida/07/2011(H3N2))","","","","","","c"
"KT841859","1701","Human","4 (HA)","H3N2","USA","N","2015/01/05","Influenza A virus (A/Florida/07/2015(H3N2))","","","","","","c"
"KX414089","1737","Human","4 (HA)","H3N2","USA","N","2016/01/22","Influenza A virus (A/Florida/07/2016(H3N2))","","","","","","c"
"CY220359","1737","Human","4 (HA)","H3N2","USA","N","2017/01/16","Influenza A virus (A/Florida/07/2017(H3N2))","","","","","","c"
"KC892860","1701","Human","4 (HA)","H3N2","USA","N","2012/03/07","Influenza A virus (A/Florida/08/2012(H3N2))","","","","","","c"
"CY220367","1737","Human","4 (HA)","H3N2","USA","N","2017/01/24","Influenza A virus (A/Florida/08/2017(H3N2))","","","","","","c"
"KC883362","1701","Human","4 (HA)","H3N2","USA","N","2011/02/12","Influenza A virus (A/Florida/09/2011(H3N2))","","","","","","c"
"KC892856","1701","Human","4 (HA)","H3N2","USA","N","2012/03/13","Influenza A virus (A/Florida/09/2012(H3N2))","","","","","","c"
"KF790482","1701","Human","4 (HA)","H3N2","USA","N","2013/04/01","Influenza A virus (A/Florida/09/2013(H3N2))","","","","","","c"
"KT841843","1701","Human","4 (HA)","H3N2","USA","N","2015/01/05","Influenza A virus (A/Florida/09/2015(H3N2))","","","","","","c"
"EU885501","1701","Human","4 (HA)","H3N2","USA","N","2008/02/05","Influenza A virus (A/Florida/10/2008(H3N2))","","","","","","c"
"KC883000","1701","Human","4 (HA)","H3N2","USA","N","2011/02/03","Influenza A virus (A/Florida/10/2011(H3N2))","","","","","","c"
"KT841800","1701","Human","4 (HA)","H3N2","USA","N","2015/01/02","Influenza A virus (A/Florida/10/2015(H3N2))","","","","","","c"
"CY223734","1737","Human","4 (HA)","H3N2","USA","N","2017/02/08","Influenza A virus (A/Florida/10/2017(H3N2))","","","","","","c"
"CY211994","1737","Human","4 (HA)","H3N2","USA","N","2016/11/27","Influenza A virus (A/Florida/100/2016(H3N2))","","","","","","c"
"CY212057","1737","Human","4 (HA)","H3N2","USA","N","2016/12/08","Influenza A virus (A/Florida/103/2016(H3N2))","","","","","","c"
"KX413801","1737","Human","4 (HA)","H3N2","USA","N","2015/12/23","Influenza A virus (A/Florida/104/2015(H3N2))","","","","","","c"
"CY213050","1737","Human","4 (HA)","H3N2","USA","N","2016/12/01","Influenza A virus (A/Florida/104/2016(H3N2))","","","","","","c"
"CY214490","1737","Human","4 (HA)","H3N2","USA","N","2016/12/26","Influenza A virus (A/Florida/106/2016(H3N2))","","","","","","c"
"EU516210","1701","Human","4 (HA)","H3N2","USA","N","2007/11/14","Influenza A virus (A/Florida/11/2007(H3N2))","","","","","","c"
"KC883367","1701","Human","4 (HA)","H3N2","USA","N","2011/03/17","Influenza A virus (A/Florida/11/2011(H3N2))","","","","","","c"
"KT841654","1701","Human","4 (HA)","H3N2","USA","N","2015/01/06","Influenza A virus (A/Florida/11/2015(H3N2))","","","","","","c"
"CY223742","1737","Human","4 (HA)","H3N2","USA","N","2017/02/13","Influenza A virus (A/Florida/11/2017(H3N2))","","","","","","c"
"CY219123","1737","Human","4 (HA)","H3N2","USA","N","2016/12/24","Influenza A virus (A/Florida/111/2016(H3N2))","","","","","","c"
"KC892174","1701","Human","4 (HA)","H3N2","USA","N","2012/04/04","Influenza A virus (A/Florida/12/2012(H3N2))","","","","","","c"
"KF790361","1701","Human","4 (HA)","H3N2","USA","N","2013/05/01","Influenza A virus (A/Florida/12/2013(H3N2))","","","","","","c"
"KM063956","1701","Human","4 (HA)","H3N2","USA","N","2014/02/03","Influenza A virus (A/Florida/12/2014(H3N2))","","","","","","c"
"KT841640","1701","Human","4 (HA)","H3N2","USA","N","2015/01/07","Influenza A virus (A/Florida/12/2015(H3N2))","","","","","","c"
"CY223918","1737","Human","4 (HA)","H3N2","USA","N","2017/02/10","Influenza A virus (A/Florida/12/2017(H3N2))","","","","","","c"
"KC883054","1701","Human","4 (HA)","H3N2","USA","N","2011/05/01","Influenza A virus (A/Florida/13/2011(H3N2))","","","","","","c"
"CY223910","1737","Human","4 (HA)","H3N2","USA","N","2017/02/11","Influenza A virus (A/Florida/13/2017(H3N2))","","","","","","c"
"EU914859","1701","Human","4 (HA)","H3N2","USA","N","2008/03/11","Influenza A virus (A/Florida/14/2008(H3N2))","","","","","","c"
"KC892724","1701","Human","4 (HA)","H3N2","USA","N","2012/05/03","Influenza A virus (A/Florida/14/2012(H3N2))","","","","","","c"
"CY227206","1737","Human","4 (HA)","H3N2","USA","N","2017/02/14","Influenza A virus (A/Florida/14/2017(H3N2))","","","","","","c"
"KM064336","1701","Human","4 (HA)","H3N2","USA","N","2014/02/12","Influenza A virus (A/Florida/15/2014(H3N2))","","","","","","c"
"KX414649","1737","Human","4 (HA)","H3N2","USA","N","2016/01/22","Influenza A virus (A/Florida/15/2016(H3N2))","","","","","","c"
"CY224062","1737","Human","4 (HA)","H3N2","USA","N","2017/02/14","Influenza A virus (A/Florida/15/2017(H3N2))","","","","","","c"
"KT841869","1701","Human","4 (HA)","H3N2","USA","N","2015/01/06","Influenza A virus (A/Florida/16/2015(H3N2))","","","","","","c"
"KC882657","1701","Human","4 (HA)","H3N2","USA","N","2010/08/20","Influenza A virus (A/Florida/17/2010(H3N2))","","","","","","c"
"CY227398","1737","Human","4 (HA)","H3N2","USA","N","2017/02/19","Influenza A virus (A/Florida/17/2017(H3N2))","","","","","","c"
"KC883275","1701","Human","4 (HA)","H3N2","USA","N","2010/09/15","Influenza A virus (A/Florida/18/2010(H3N2))","","","","","","c"
"KT842025","1701","Human","4 (HA)","H3N2","USA","N","2015/02/02","Influenza A virus (A/Florida/18/2015(H3N2))","","","","","","c"
"CY227430","1737","Human","4 (HA)","H3N2","USA","N","2017/03/04","Influenza A virus (A/Florida/18/2017(H3N2))","","","","","","c"
"KC883253","1701","Human","4 (HA)","H3N2","USA","N","2010/09/22","Influenza A virus (A/Florida/19/2010(H3N2))","","","","","","c"
"KT842740","1701","Human","4 (HA)","H3N2","USA","N","2015/02/01","Influenza A virus (A/Florida/19/2015(H3N2))","","","","","","c"
"CY227438","1737","Human","4 (HA)","H3N2","USA","N","2017/03/08","Influenza A virus (A/Florida/19/2017(H3N2))","","","","","","c"
"KC882583","1701","Human","4 (HA)","H3N2","USA","N","2010/09/07","Influenza A virus (A/Florida/20/2010(H3N2))","","","","","","c"
"KX414936","1737","Human","4 (HA)","H3N2","USA","N","2016/02/11","Influenza A virus (A/Florida/20/2016(H3N2))","","","","","","c"
"CY227662","1737","Human","4 (HA)","H3N2","USA","N","2017/03/02","Influenza A virus (A/Florida/20/2017(H3N2))","","","","","","c"
"KC882690","1701","Human","4 (HA)","H3N2","USA","N","2010/11/01","Influenza A virus (A/Florida/21/2010(H3N2))","","","","","","c"
"KC883179","1701","Human","4 (HA)","H3N2","USA","N","2011/08/15","Influenza A virus (A/Florida/21/2011(H3N2))","","","","","","c"
"KF789968","1701","Human","4 (HA)","H3N2","USA","N","2013/07/08","Influenza A virus (A/Florida/21/2013(H3N2))","","","","","","c"
"KT836288","1701","Human","4 (HA)","H3N2","USA","N","2015/01/21","Influenza A virus (A/Florida/21/2015(H3N2))","","","","","","c"
"CY227670","1737","Human","4 (HA)","H3N2","USA","N","2017/03/08","Influenza A virus (A/Florida/21/2017(H3N2))","","","","","","c"
"CY228413","1737","Human","4 (HA)","H3N2","USA","N","2017/03/20","Influenza A virus (A/Florida/22/2017(H3N2))","","","","","","c"
"KY090251","1701","Human","4 (HA)","H3N2","USA","N","2015/01/13","Influenza A virus (A/Florida/23/2015(H3N2))","","","","","","c"
"CY228429","1737","Human","4 (HA)","H3N2","USA","N","2017/03/23","Influenza A virus (A/Florida/23/2017(H3N2))","","","","","","c"
"KC892899","1701","Human","4 (HA)","H3N2","USA","N","2011/08/25","Influenza A virus (A/Florida/24/2011(H3N2))","","","","","","c"
"KT836178","1701","Human","4 (HA)","H3N2","USA","N","2015/01/20","Influenza A virus (A/Florida/24/2015(H3N2))","","","","","","c"
"KC883449","1701","Human","4 (HA)","H3N2","USA","N","2011/08/22","Influenza A virus (A/Florida/25/2011(H3N2))","","","","","","c"
"KC535396","1701","Human","4 (HA)","H3N2","USA","N","2009/11/01","Influenza A virus (A/Florida/26/2009(H3N2))","","","","","","c"
"KT843303","1701","Human","4 (HA)","H3N2","USA","N","2015/03/17","Influenza A virus (A/Florida/26/2015(H3N2))","","","","","","c"
"KC893147","1701","Human","4 (HA)","H3N2","USA","N","2012/07/16","Influenza A virus (A/Florida/27/2012(H3N2))","","","","","","c"
"KT842892","1701","Human","4 (HA)","H3N2","USA","N","2015/03/05","Influenza A virus (A/Florida/27/2015(H3N2))","","","","","","c"
"CY232404","1737","Human","4 (HA)","H3N2","USA","N","2017/03/30","Influenza A virus (A/Florida/27/2017(H3N2))","","","","","","c"
"KY089844","1701","Human","4 (HA)","H3N2","USA","N","2015/03/04","Influenza A virus (A/Florida/28/2015(H3N2))","","","","","","c"
"KX415432","1737","Human","4 (HA)","H3N2","USA","N","2016/03/02","Influenza A virus (A/Florida/28/2016(H3N2))","","","","","","c"
"CY232412","1737","Human","4 (HA)","H3N2","USA","N","2017/04/04","Influenza A virus (A/Florida/28/2017(H3N2))","","","","","","c"
"KC892260","1701","Human","4 (HA)","H3N2","USA","N","2011/10/20","Influenza A virus (A/Florida/29/2011(H3N2))","","","","","","c"
"CY236008","1735","Human","4 (HA)","H3N2","USA","N","2017/01/07","Influenza A virus (A/Florida/29/2017(H3N2))","","","","","","c"
"CY234176","1737","Human","4 (HA)","H3N2","USA","N","2017/02/07","Influenza A virus (A/Florida/30/2017(H3N2))","","","","","","c"
"CY134638","1701","Human","4 (HA)","H3N2","USA","N","2012/12/02","Influenza A virus (A/Florida/3082/2012(H3N2))","","","","","","c"
"CY134649","1701","Human","4 (HA)","H3N2","USA","N","2012/12/06","Influenza A virus (A/Florida/3093/2012(H3N2))","","","","","","c"
"KC892544","1701","Human","4 (HA)","H3N2","USA","N","2012/07/23","Influenza A virus (A/Florida/31/2012(H3N2))","","","","","","c"
"KT842159","1701","Human","4 (HA)","H3N2","USA","N","2015/02/05","Influenza A virus (A/Florida/31/2015(H3N2))","","","","","","c"
"KX415448","1737","Human","4 (HA)","H3N2","USA","N","2016/02/26","Influenza A virus (A/Florida/31/2016(H3N2))","","","","","","c"
"CY234184","1737","Human","4 (HA)","H3N2","USA","N","2017/02/25","Influenza A virus (A/Florida/31/2017(H3N2))","","","","","","c"
"CY141185","1701","Human","4 (HA)","H3N2","USA","N","2012/12/18","Influenza A virus (A/Florida/3170/2012(H3N2))","","","","","","c"
"CY141187","1701","Human","4 (HA)","H3N2","USA","N","2012/12/18","Influenza A virus (A/Florida/3172/2012(H3N2))","","","","","","c"
"CY141188","1701","Human","4 (HA)","H3N2","USA","N","2012/12/19","Influenza A virus (A/Florida/3173/2012(H3N2))","","","","","","c"
"CY141190","1701","Human","4 (HA)","H3N2","USA","N","2013/01/02","Influenza A virus (A/Florida/3175/2013(H3N2))","","","","","","c"
"CY141191","1701","Human","4 (HA)","H3N2","USA","N","2013/01/02","Influenza A virus (A/Florida/3176/2013(H3N2))","","","","","","c"
"CY141192","1701","Human","4 (HA)","H3N2","USA","N","2013/01/04","Influenza A virus (A/Florida/3177/2013(H3N2))","","","","","","c"
"CY141193","1701","Human","4 (HA)","H3N2","USA","N","2013/01/04","Influenza A virus (A/Florida/3178/2013(H3N2))","","","","","","c"
"CY141194","1701","Human","4 (HA)","H3N2","USA","N","2013/01/04","Influenza A virus (A/Florida/3179/2013(H3N2))","","","","","","c"
"CY141195","1701","Human","4 (HA)","H3N2","USA","N","2013/01/07","Influenza A virus (A/Florida/3180/2013(H3N2))","","","","","","c"
"CY141196","1701","Human","4 (HA)","H3N2","USA","N","2013/01/08","Influenza A virus (A/Florida/3181/2013(H3N2))","","","","","","c"
"CY141199","1701","Human","4 (HA)","H3N2","USA","N","2012/12/13","Influenza A virus (A/Florida/3184/2012(H3N2))","","","","","","c"
"KR057571","1701","Human","4 (HA)","H3N2","USA","N","2014/08/05","Influenza A virus (A/Florida/32/2014(H3N2))","","","","","","c"
"CY232468","1737","Human","4 (HA)","H3N2","USA","N","2017/03/31","Influenza A virus (A/Florida/32/2017(H3N2))","","","","","","c"
"KR057574","1701","Human","4 (HA)","H3N2","USA","N","2014/08/06","Influenza A virus (A/Florida/33/2014(H3N2))","","","","","","c"
"CY147291","1701","Human","4 (HA)","H3N2","USA","N","2013/01/24","Influenza A virus (A/Florida/3399/2013(H3N2))","","","","","","c"
"KT837064","1701","Human","4 (HA)","H3N2","USA","N","2014/09/30","Influenza A virus (A/Florida/34/2014(H3N2))","","","","","","c"
"CY163422","1701","Human","4 (HA)","H3N2","USA","N","2013/01/05","Influenza A virus (A/Florida/3434/2013(H3N2))","","","","","","c"
"CY163429","1701","Human","4 (HA)","H3N2","USA","N","2013/06/18","Influenza A virus (A/Florida/3441/2013(H3N2))","","","","","","c"
"KT837039","1701","Human","4 (HA)","H3N2","USA","N","2014/09/23","Influenza A virus (A/Florida/35/2014(H3N2))","","","","","","c"
"KT836943","1701","Human","4 (HA)","H3N2","USA","N","2014/09/23","Influenza A virus (A/Florida/35/2014(H3N2))","","","","","","c"
"KX416024","1737","Human","4 (HA)","H3N2","USA","N","2016/03/07","Influenza A virus (A/Florida/35/2016(H3N2))","","","","","","c"
"KT837800","1701","Human","4 (HA)","H3N2","USA","N","2014/10/03","Influenza A virus (A/Florida/36/2014(H3N2))","","","","","","c"
"CY234562","1737","Human","4 (HA)","H3N2","USA","N","2017/04/19","Influenza A virus (A/Florida/36/2017(H3N2))","","","","","","c"
"CY234842","1737","Human","4 (HA)","H3N2","USA","N","2017/04/27","Influenza A virus (A/Florida/37/2017(H3N2))","","","","","","c"
"KT837773","1701","Human","4 (HA)","H3N2","USA","N","2014/10/07","Influenza A virus (A/Florida/38/2014(H3N2))","","","","","","c"
"KX416032","1737","Human","4 (HA)","H3N2","USA","N","2016/03/13","Influenza A virus (A/Florida/38/2016(H3N2))","","","","","","c"
"CY234834","1737","Human","4 (HA)","H3N2","USA","N","2017/04/30","Influenza A virus (A/Florida/38/2017(H3N2))","","","","","","c"
"KF789983","1701","Human","4 (HA)","H3N2","USA","N","2012/10/04","Influenza A virus (A/Florida/39/2012(H3N2))","","","","","","c"
"CY235872","1737","Human","4 (HA)","H3N2","USA","N","2017/05/10","Influenza A virus (A/Florida/39/2017(H3N2))","","","","","","c"
"KF790197","1701","Human","4 (HA)","H3N2","USA","N","2012/08/19","Influenza A virus (A/Florida/40/2012(H3N2))","","","","","","c"
"KT837787","1701","Human","4 (HA)","H3N2","USA","N","2014/10/07","Influenza A virus (A/Florida/40/2014(H3N2))","","","","","","c"
"CY235880","1737","Human","4 (HA)","H3N2","USA","N","2017/05/19","Influenza A virus (A/Florida/40/2017(H3N2))","","","","","","c"
"CY193264","1701","Human","4 (HA)","H3N2","USA","N","2014/10/22","Influenza A virus (A/Florida/4011/2014(H3N2))","","","","","","c"
"CY193286","1701","Human","4 (HA)","H3N2","USA","N","2014/11/07","Influenza A virus (A/Florida/4033/2014(H3N2))","","","","","","c"
"CY193287","1701","Human","4 (HA)","H3N2","USA","N","2014/11/14","Influenza A virus (A/Florida/4034/2014(H3N2))","","","","","","c"
"CY235912","1737","Human","4 (HA)","H3N2","USA","N","2017/05/22","Influenza A virus (A/Florida/41/2017(H3N2))","","","","","","c"
"CY193380","1701","Human","4 (HA)","H3N2","USA","N","2014/12/08","Influenza A virus (A/Florida/4127/2014(H3N2))","","","","","","c"
"KC892953","1701","Human","4 (HA)","H3N2","USA","N","2011/11/29","Influenza A virus (A/Florida/42/2011(H3N2))","","","","","","c"
"KY089269","1701","Human","4 (HA)","H3N2","USA","N","2015/03/31","Influenza A virus (A/Florida/42/2015(H3N2))","","","","","","c"
"CY238907","1737","Human","4 (HA)","H3N2","USA","N","2017/06/07","Influenza A virus (A/Florida/42/2017(H3N2))","","","","","","c"
"KC882724","1701","Human","4 (HA)","H3N2","USA","N","2010/12/29","Influenza A virus (A/Florida/43/2010(H3N2))","","","","","","c"
"KT843091","1701","Human","4 (HA)","H3N2","USA","N","2015/03/31","Influenza A virus (A/Florida/43/2015(H3N2))","","","","","","c"
"KX416048","1737","Human","4 (HA)","H3N2","USA","N","2016/03/18","Influenza A virus (A/Florida/43/2016(H3N2))","","","","","","c"
"KY089969","1701","Human","4 (HA)","H3N2","USA","N","2015/04/02","Influenza A virus (A/Florida/44/2015(H3N2))","","","","","","c"
"KX416416","1737","Human","4 (HA)","H3N2","USA","N","2016/03/30","Influenza A virus (A/Florida/44/2016(H3N2))","","","","","","c"
"CY193656","1701","Human","4 (HA)","H3N2","USA","N","2014/12/12","Influenza A virus (A/Florida/4403/2014(H3N2))","","","","","","c"
"CY193657","1701","Human","4 (HA)","H3N2","USA","N","2015/01/08","Influenza A virus (A/Florida/4404/2015(H3N2))","","","","","","c"
"KT837429","1701","Human","4 (HA)","H3N2","USA","N","2014/10/12","Influenza A virus (A/Florida/45/2014(H3N2))","","","","","","c"
"KT843483","1701","Human","4 (HA)","H3N2","USA","N","2015/04/18","Influenza A virus (A/Florida/45/2015(H3N2))","","","","","","c"
"CY193764","1701","Human","4 (HA)","H3N2","USA","N","2015/01/16","Influenza A virus (A/Florida/4511/2015(H3N2))","","","","","","c"
"CY193765","1701","Human","4 (HA)","H3N2","USA","N","2015/01/09","Influenza A virus (A/Florida/4512/2015(H3N2))","","","","","","c"
"KC882462","1701","Human","4 (HA)","H3N2","USA","N","2010/12/10","Influenza A virus (A/Florida/46/2010(H3N2))","","","","","","c"
"KF789585","1701","Human","4 (HA)","H3N2","USA","N","2012/11/23","Influenza A virus (A/Florida/46/2012(H3N2))","","","","","","c"
"KT843532","1701","Human","4 (HA)","H3N2","USA","N","2015/04/18","Influenza A virus (A/Florida/46/2015(H3N2))","","","","","","c"
"CY193875","1701","Human","4 (HA)","H3N2","USA","N","2014/12/16","Influenza A virus (A/Florida/4622/2014(H3N2))","","","","","","c"
"CY193876","1701","Human","4 (HA)","H3N2","USA","N","2015/01/26","Influenza A virus (A/Florida/4623/2015(H3N2))","","","","","","c"
